,titles,images,ratings,prices
375,"ASUS TUF F15 Gaming Laptop, Intel Core i5-11400H 11th Gen, 15.6""(39.62 cms) FHD 144Hz, RTX 3050 4GB Graphics, (8GB RAM /512GB SSD/90WHrs Battery/Windows 11/Office 2021/Black/2.3 kg) FX506HC-HN089WS",https://m.media-amazon.com/images/I/81UWgnVKDBL._AC_UY218_.jpg,4.1 out of 5 stars,"₹59,490"
376,"Lenovo LOQ Intel Core i7-13650HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (16GB/1TB SSD/Win 11/NVDIA RTX 4050 6GB Graphics/100% sRGB/Office 21/3 Month Game Pass/Grey/2.4Kg), 83DV00HBIN",https://m.media-amazon.com/images/I/8107BhtbdyL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,03,990"
377,"Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 15.6""(39.62cm) FHD IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/Fingerprint/HD Camera/3 Month Game Pass/Graphite Grey/1.66Kg), 82LN00JSIN",https://m.media-amazon.com/images/I/61kYrhv-t-L._AC_UY218_.jpg,4.1 out of 5 stars,"₹55,990"
378,"ASUS Zenbook 14 (2023), AMD Ryzen 5 7530U, 14.0"" (35.56 cm) 2.5K QHD+, Thin and Light Laptop (16GB/1TB SSD/Windows 11/Office 2021/Backlit KB/FP Sensor/75WHr Battery/Black/1.35 Kg), UM3402YA-KP551WS",https://m.media-amazon.com/images/I/71msAIjwt6L._AC_UY218_.jpg,4.1 out of 5 stars,"₹72,990"
379,"HP Laptop 15, 13th Gen Intel Core i5-1335U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xᵉ Graphics, FPR, FHD Camera, Metal Body,Backlit KB (Win 11, MSO 2021, Silver, 1.59 kg), hr0001TU",https://m.media-amazon.com/images/I/71AaEey1VLL._AC_UY218_.jpg,4.1 out of 5 stars,"₹61,990"
380,"HONOR MagicBook X16 Pro 2024, 13th Gen Intel Core i5-13420H (16GB/512GB NVMe SSD, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint/1.75Kg), Gray",https://m.media-amazon.com/images/I/61v6prN3QrL._AC_UY218_.jpg,4.1 out of 5 stars,"₹58,990"
381,"Acer ALG 12th Gen Intel Core i5 Gaming Laptop (16GB RAM/512GB SSD/4GB RTX 2050 Graphics/60Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.99KG",https://m.media-amazon.com/images/I/61TeuJCIVcL._AC_UY218_.jpg,4.1 out of 5 stars,"₹58,990"
382,"Apple 2024 MacBook Air 13″ Laptop with M3 chip: 34.46 cm (13.6″) Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Space Grey",https://m.media-amazon.com/images/I/71ItMeqpN3L._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,09,990"
383,"ZEBRONICS PRO Series Z NBC 4S, Intel Core 12th Gen i5 Processor 16GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6CM), IPS 180° Display, Dolby Atmos, 38.5Wh Large Battery, Windows 11, Space Grey, 1.76 Kg",https://m.media-amazon.com/images/I/71BD9KuKlkL._AC_UY218_.jpg,4.1 out of 5 stars,"₹35,490"
384,"Lenovo IdeaPad 1 AMD Ryzen 3 7320U 15.6"" HD Thin and Light Laptop (8 GB/512GB SDD/Windows 11 Home/Office 2021/1Yr ADP Free/Cloud Grey/1.58Kg), 82VG00EVIN",https://m.media-amazon.com/images/I/61iRHicGP4L._AC_UY218_.jpg,4.1 out of 5 stars,"₹32,990"
385,"ASUS Vivobook Go 14 (2023), AMD Ryzen 3 7320U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Cool Silver/1.38 kg), E1404FA-NK321WS",https://m.media-amazon.com/images/I/610ltAOW9NL._AC_UY218_.jpg,4.1 out of 5 stars,"₹33,790"
386,"Acer Aspire Lite AMD Ryzen 7-5700U Processor Premium Laptop (16GB RAM/1TB SSD/Win11 Home/AMD Radeon Graphics) AL15-41, 39.62cm (15.6"") Full HD Display, Multi Color Backlit Keyboard, Steel Gray, 1.59KG",https://m.media-amazon.com/images/I/61C0ewGxKJL._AC_UY218_.jpg,4.1 out of 5 stars,"₹46,030"
387,"ZEBRONICS PRO Series Y NBC 2S, Intel Core 11th Gen i5 Processor 16GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6 CM), IPS Display, Ultra Slim, 38.5Wh Large Battery, Windows 11, Sage Green, 1.76 Kg",https://m.media-amazon.com/images/I/713u+ON+iiL._AC_UY218_.jpg,4.1 out of 5 stars,"₹28,990"
388,"HP Laptop 15s, Intel Pentium Silver N6000, 15.6-inch (39.6 cm), HD, 8GB DDR4, 512GB SSD, Intel UHD graphics, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.65 kg), fq3073TU",https://m.media-amazon.com/images/I/61xAgE4S6FL._AC_UY218_.jpg,4.1 out of 5 stars,"₹28,990"
389,"(Refurbished) Dell Precision 7520 Intel Core i7 - 6820HQ Quad Core Processor 6th Gen, 64 GB Ram & 128 GB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop",https://m.media-amazon.com/images/I/61UFjy8oU7L._AC_UY218_.jpg,4.1 out of 5 stars,"₹50,694"
390,"(Refurbished) Dell Latitude Laptop 7390 Intel Core i7 Mobile-8th Gen Processor, 4 GB Ram & 256 GB SSD, 13.3 Inches FHD 1080p 1.17KG Light Weight Notebook Computer",https://m.media-amazon.com/images/I/411gGiCZn3L._AC_UY218_.jpg,4.1 out of 5 stars,"₹27,990"
391,"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN",https://m.media-amazon.com/images/I/31uLEZHhMDL._AC_UY218_.jpg,4.1 out of 5 stars,"₹22,990"
392,"Lenovo LOQ Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (12GB/512GB SSD/Win 11/NVIDIA RTX 2050 4GB/100% sRGB/3 Month Game Pass/Luna Grey/2.4Kg), 83GS008VIN",https://m.media-amazon.com/images/I/81zdgqyLRWL._AC_UY218_.jpg,4.1 out of 5 stars,"₹58,990"
